Title,Runtime,Artist,Album,Genre
Hills Like White Elephants,3:48,Isles And Glaciers,The Hearts Of Lonely People,Alternative & Punk
The Hills Have Eyes,4:21,The Acacia Strain,Wormwood,Rock
HillBilly Einstein,5:22,Yelawolf,Mud Mouth,Hip-Hop/Rap
The High Life,3:45,In Fear And Faith,Symphonies,Rock
High Hopes In Velvet Ropes,3:22,The Cab,Whisper War,Alternative
Hidden Worship,2:53,Eidola,The Architect,Rock
Hey Zeus! The Dungeon,4:24,Chiodos,Illuminaudio,Punk
Hey Rick E. Bobby,3:48,Yelawolf,Ball Of Flames The Ballad Of Slick Rick,
Hey Ladies,3:48,Beastie Boys,Paul's Boutique (20th Anniversary Remastered Edition)[Bonus B-Boy Bouillabaisse],Hip-Hop/Rap
Heroine,4:03,Yelawolf,Stereo,
Hero Town (feat. Michael Bland),3:35,Vulfpeck,Mr Finish Line,Funk
Hero of the Soviet Union,3:00,The Dillinger Escape Plan,One Of Us Is The Killer,Rock
Here's to the Past,3:59,A Day to Remember,,Alternative
Here's to the Past,3:59,A Day to Remember,For Those Who Have Heart,Alternative
"Here, wait a minute! Damn it!",1:48,Cloudkicker,Beacons,
"Here We Are, Again",2:38,Plini,Handmade Cities,Metal
Here I Am,3:53,Yelawolf,Ghetto Cowboy,Hip-Hop/Rap
Here Comes the Winner,4:47,Dance Gavin Dance,Mothership,Rock
Here Come the B*****ds,2:53,Primus,Sailing the Seas of Cheese,Hard Rock
Here and There,3:41,Chon,Homey,Rock
Hephaestus - The Hammer Of The Gods,4:19,The Showdown,Back Breaker,Rock/Metal
"Hello, Alone (Remix)",3:27,Anberlin,New Surrender,Alternative
Hello Alone,4:01,Anberlin,Cities,Alternative
Hell on the Rise,4:06,Maylene & The Sons of Disaster,Maylene & The Sons of Disaster,Rock
Hell Above,3:44,Pierce The Veil,Collide With The Sky,Alternative
Heavy Lies The Crown,3:23,The Showdown,,Christian Metal
Heavy Lies The Crown,3:23,The Showdown,Blood In The Gears,Christian Metal
A Heavy Hearted Work Of Staggering Genius,1:12,Anberlin,Never Take Friendship Personal,Alternative
Heavy Hands,4:59,"Oh, Sleeper",The Titan - EP,Heavy Metal
Heaviest,1:52,Manuel Gardner Fernandes,Volume II,Rock
Heavier Things Remain (Graviora Manent),3:26,Anberlin,New Surrender,Alternative
Heat Seeking Ghost of Sex,4:07,Dance Gavin Dance,Downtown Battle Mountain II,Hardcore
Heat,3:21,Upon A Burning Body,,Deathcore
Heat,3:21,Upon A Burning Body,The World Is Ours,Deathcore
hEaT,1:29,Manuel Gardner Fernandes,Volume IV,Rock
Hearts Open,3:27,Ivoryline,Vessels,Rock
The Hearts of Our Young (feat. Natalie Craig),4:25,Slaves,Through Art We Are All Equals,Heavy Metal
The Hearts of Our Broken (feat. Garret Rapp),3:17,SLAVES,Routine Breathing,Rock
Hearts and Minds,3:49,Ivoryline,There Came A Lion,Alternative Rock
Heartless [*],3:00,A Day to Remember,,Alternative
Heartless [*],3:00,A Day to Remember,For Those Who Have Heart,Alternative
Heartless,4:01,The Word Alive,Punk Goes Pop 3,Rock
Hearth's Shadow,4:34,Andrew Prahlow,Outer Wilds: Echoes of the Eye (The Lost Reels) [Deluxe Original Game Soundtrack],Soundtrack
Heartfelt,3:38,Tilian,Future Friends - EP,Pop
Heartbreak,4:26,Yelawolf,Love Story,Hip-Hop/Rap
Heart Less,2:53,A Day to Remember,,Alternative
Heart Less,2:53,A Day to Remember,Old Record,Alternative
Heart,3:39,Plini,Other Things - Single,Metal
Heard Them Stirring,3:04,Fleet Foxes,Fleet Foxes,Rock
The Healing,2:58,Ivoryline,,Rock
The Healing,2:58,Ivoryline,Vessels,Rock
Headlights,4:58,The Classic Crime,Albatross,Rock
Head Honcho,4:18,Gown,Hot Rod,Soundtrack
Head Games,3:35,Foreigner,The Very Best of Foreigner,Rock
Head Banger (feat. Pretty Shy & Caskey),4:59,Yelawolf & DJ Paul,Slumafia,Hip-Hop/Rap
"He Would Be Riding on the Subway or Writing Formulas on the Blackboard or Having a Meal or (As Now) Sitting and Talking to Someone Across a Table, And It Would Envelop Him Like a Soundless Tsunami.",8:49,Cloudkicker,Subsume,Rock
He Was My Brother,2:53,Simon & Garfunkel,"Wednesday Morning, 3 A.M.",Singer/Songwriter
He Doesn't Understand,5:07,Stacey Q,Better Than Heaven,Dance
He Doesn't Know Why,3:23,Fleet Foxes,Fleet Foxes,Rock
A Hazy Shade of Winter,2:17,Simon & Garfunkel,Bookends,Singer/Songwriter
Havona,6:01,Weather Report,Heavy Weather,Fusion
The Haves Have Naught,4:12,The Dear Hunter,Act V: Hymns with the Devil in Confessional,Alternative
Have You Ever?,4:42,Leprous,Aphelion,Rock
Have Faith in Me,3:09,A Day to Remember,,Metal
Have Faith in Me,3:09,A Day to Remember,Homesick,Metal
Have A Great Life,3:48,Dance Gavin Dance,Jackpot Juicer,Rock
Have a Great Flight,5:03,Yelawolf,Love Story,Hip-Hop/Rap
The Haunting,5:49,Anberlin,Lost Songs,Alternative
Harvest Moon Hanging,3:24,Maylene & The Sons Of Disaster,III,Rock
Harvest (feat. Struggle Jennings),3:19,Yelawolf & DJ Muggs,Mile Zero,Hip-Hop/Rap
Harlequin,4:00,Weather Report,Heavy Weather,Fusion
The Hardest Love Song in The World,2:59,Yelawolf,Radioactive,Hip-Hop
Hard White (Up In The Club) (Feat. Lil Jon),3:24,Yelawolf,Radioactive,Hip-Hop
Hard Times,3:59,Emery,You Were Never Alone,Rock
Harbinger,4:31,The Human Abstract,Nocturne,Rock
Happy Is a Yuppie Word,4:51,Switchfoot,Nothing Is Sound,Alternative
Happy Days,5:38,Closure In Moscow,Pink Lemonade,Alternative
The Hangman,3:52,Destroy Rebuild Until God Shows,D.R.U.G.S.,Post Hardcore
Handsome Garbage,3:35,Tilian,The Skeptic,Alternative
Hands Around My Throat,3:38,Tilian,Factory Reset,Alternative
Handmade Cities,4:45,Plini,Handmade Cities,Metal
Hand over Fist (feat. B-Real),4:07,Yelawolf & DJ Muggs,Mile Zero,Hip-Hop/Rap
Hamrer Hippyer,14:08,Heilung,Lifa,Worldwide
Hamrer Hippyer,14:17,Heilung,Futha,Worldwide
Hamilton Anxiety Scale,4:09,Thomas Giles,Pulse,
Hamburger Train,8:11,Primus,Pork Soda,Hard Rock
Half Full Glass of Wine,4:27,Tame Impala,Tame Impala - EP,Rock
Half,2:43,Tilian,Half - Single,Alternative
Hakkerskaldyr,2:50,Heilung,Lifa,Worldwide
Hair-Trigger,4:50,Protest The Hero,Scurrilous,Metal
Hair Song,3:03,Dance Gavin Dance,Artificial Selection,Rock
Hail Santa,1:51,Primus,Pork Soda,Hard Rock
Haight Street,2:59,Anberlin,New Surrender,Alternative
Had To Put It In The Soil,4:26,Closure In Moscow,First Temple,Rock
HAAS Kicker,7:09,T.R.A.M.,Lingua Franca,Experimental
Gusty Like the Wind,3:58,Maylene & The Sons of Disaster,Maylene & The Sons of Disaster,Rock
Guitar 2.0,2:54,Manuel Gardner Fernandes & Levy,Volume II,Rock
Guilty Of The Crime,3:44,The Eagles,Long Road Out Of Eden [Disc 1],Rock
Guiding Light,4:14,Muse,The Resistance,Alternative Rock
Growin’ Up In The Gutter (Feat. Rittz),3:40,Yelawolf,Radioactive,Hip-Hop
A Gringo Like Me,2:27,Ennio Morricone,Duello nel Texas (Original Motion Picture Soundtrack),Soundtrack
The Grid,9:45,Between the Buried and Me,Automata II,Metal
The Greatest Love,4:06,Ivoryline,Vessels,Rock
The Great Plains,5:11,Scale The Summit,Carving Desert Canyons,Prog Tech Metal
Great Fairy's Fountain Theme,3:04,Koji Kondo,The Legend Of Zelda 25th Anniversary Soundtrack,Soundtrack
A Great Effect,4:08,Dave Grusin,The Graduate (Original Motion Picture Soundtrack),Folk
The Great Deception of Marquis Marchosias,4:56,Eidola,Degeneraterra,Rock
Graveyard Of Empires,4:10,The Showdown,,Christian Metal
Graveyard Of Empires,4:10,The Showdown,Blood In The Gears,Christian Metal
Graveyard Dancing,3:01,Destroy Rebuild Until God Shows,D.R.U.G.S.,Post Hardcore
Graveyard (feat. Tilian),3:14,Bilmuri,Muri and Friends,Rock
Gravedigging,3:45,The Classic Crime,The Silver Cord,Rock
"Grandma (feat. Antwaun Stanley, David T. Walker & James Gadson)",5:06,Vulfpeck,Mr Finish Line,Funk
Grandad's Little Ditty,0:37,Primus,Sailing the Seas of Cheese,Hard Rock
Gotta Love That Southern Charm ,3:35,Broadway,Kingdoms,Alternative
Gotta Love It (feat. CeeLo Green & Brady Watt),4:38,PRhyme,PRhyme 2,Hip-Hop
GOT THEM MAD (Prod. by Dame Grease,2:43,RiFF RaFF,Hologram Panda,
Gossip,0:55,Tame Impala,Currents,Alternative
Gospel Burnout,4:09,Dance Gavin Dance,Artificial Selection,Rock
Gordo,3:34,Mestís,Polysemy,Metal
Gordian Naught,4:49,Animals As Leaders,Parrhesia,Metal
Goose,4:15,Polyphia,The Most Hated - EP,Alternative
Goodbye To Everything Reprise,2:29,Between the Buried & Me,The Parallax II: Future Sequence,Metal
Goodbye To Everything,1:39,Between the Buried & Me,The Parallax II: Future Sequence,Metal
Goodbye Sober Day,4:30,Mr. Bungle,California,Hard Rock
Goodbye,1:24,Manuel Gardner Fernandes,Volume I,Pop
Good To Go,3:40,Yelawolf Feat. Bun B,Trunk Muzik,
Good to Go,3:38,Yelawolf,Trunk Muzik 0-60,Rap
Good Things Fall Apart (feat. No Dice),3:27,Bilmuri,Muri and Friends,Rock
Good Neighbor,2:30,The Dillinger Escape Plan,Option Paralysis,
Good Girl (Feat. Poo Bear),4:25,Yelawolf,Radioactive,Hip-Hop
Good For You (featuring Step Cousins),4:02,Macklemore,The Language Of My World,Seattle Underground
Gone,4:13,Yelawolf,Stereo,
Gone,4:10,Yelawolf,Arena Rap (EP),Hip-Hop/Rap
Gone,3:52,Tilian,The Skeptic,Alternative
Golem II: The Bionic Vapour Boy,3:34,Mr. Bungle,California,Hard Rock
The Golden Bird,5:05,Scale the Summit,V,Metal
Golden,3:36,Switchfoot,Nothing Is Sound,Alternative
Golden,2:32,Fall Out Boy,Infinity On High,Rock
Gold Teeth on a Bum,5:23,The Dillinger Escape Plan,,
Gold Teeth on a Bum,5:23,The Dillinger Escape Plan,Option Paralysis,
Gold Distance,1:02,Between the Buried and Me,Automata I,Metal
Gold,3:51,Unprocessed,Gold,Alternative
Going Under,3:53,Jonny Craig,The Places We'll Never Be,R&B/Soul
Going On a Date,0:09,Rod Kimble,Hot Rod,Soundtrack
 GOiN' HAMiLTON (Prod. by Dame Grease),2:10,RiFF RaFF,Hologram Panda,
Goes Without Saying,4:20,Anchor & Braille,The Quiet Life,Rock
Godspeed,3:03,Anberlin,Cities,Alternative
Gods of War,0:09,Rod & Kevin,Hot Rod,Soundtrack
"God, Drugs & Sex",6:15,Anberlin,Vital,Christian Alt-Rock
God Be With Ye,6:22,Cloudkicker,Portmanteau,
God and Drugs,4:15,The Classic Crime,The Silver Cord,Rock
Go Wrong Young Man,2:41,Emery,You Were Never Alone,Rock
Go Tell It On the Mountain,2:09,Simon & Garfunkel,"Wednesday Morning, 3 A.M.",Singer/Songwriter
Go,2:58,The Civil Wars,Poison & Wine EP,Folk
Gloria,5:17,The Dear Hunter,Act V: Hymns with the Devil in Confessional,Alternative
Glitch,2:06,Chon & ROM,Homey,Rock
Glimmer,2:09,Tame Impala,The Slow Rush,Alternative
Glide,2:13,Between the Buried and Me,Automata II,Metal
Glass To The Arson (16 Bit Remix),3:30,Anberlin,Lost Songs,Alternative
Glass To The Arson,3:30,Anberlin,Blueprints For The Black Market,Alternative
gLaSs,2:02,Manuel Gardner Fernandes,Volume IV,Rock
Glacial Planet,4:52,Scale The Summit,,Prog Tech Metal
Glacial Planet,4:52,Scale The Summit,Carving Desert Canyons,Prog Tech Metal
The Giver,3:34,Decoder,Decoder,Rock
Girls,2:14,Beastie Boys,Licensed to Ill,Hip-Hop/Rap
Girl's Club,1:46,Marc Rebillet,Loop Daddy III,R&B/Soul
Girl With the Red Balloon,3:50,The Civil Wars,Barton Hollow,Singer/Songwriter
The Girl From Yesterday,3:24,The Eagles,Hell Freezes Over [Live],Rock
Girl Can't Help It,3:51,Journey,Journey: Greatest Hits,Rock
Giants Among Common Men,2:35,Jamie's Elsewhere,They Said A Storm Was Coming,Screamo
Giants,7:21,Scale The Summit,,Prog Tech Metal
Giants,7:21,Scale The Summit,Carving Desert Canyons,Prog Tech Metal
Giant's Deep,1:20,Andrew Prahlow,Outer Wilds (Original Soundtrack),Soundtrack
Ghost Town,4:03,Tilian,The Skeptic,Alternative
Ghost Orchid,3:11,Chris Letchford,Lightbox,Instrumental
Ghost (Acoustic),3:43,Tilian,Future Friends - EP,Pop
Ghost,3:42,Tilian,Material Me,Pop
Ghetto Cowboy,5:26,Yelawolf,Ghetto Cowboy,Hip-Hop/Rap
Get the F*** Up!,3:04,Yelawolf,Trunk Muzik 0-60,Rap
Get Straight (DatPiff Exclusive),4:03,Yelawolf & DJ Paul,Black Fall (EP),Hip-Hop
Get Over It,3:31,The Eagles,Hell Freezes Over [Live],Rock
Get Mine (feat. Kid Rock),4:24,Yelawolf,Trial By Fire,Hip-Hop/Rap
Get Away (Feat. Shawty Fatt & Mystikal),3:23,Yelawolf,Radioactive,Hip-Hop
Gestaltzerfall,4:46,Animals As Leaders,Parrhesia,Metal
Gerudo Valley,3:36,Koji Kondo,The Legend Of Zelda 25th Anniversary Soundtrack,Soundtrack
Geronimo,6:15,Thank You Scientist,Terraformer,Rock
Gentlemen (Go To Sleep),4:18,Far-Less,,Rock
Gentlemen (Go To Sleep),4:18,Far-Less,A Toast To Bad Taste,Rock
The Gentlemen,6:14,Chris Letchford,Lightbox,Instrumental
Gentle Giant,3:34,Mestís,Polysemy,Metal
Genesis Device,2:10,Cloudkicker,The Discovery,
Genesis (feat. Brasstracks),3:15,Polyphia,Remember That You Will Die,Rock
Gemini's Descent,4:52,Trioscapes,Separate Realities,Jazz
Geeyat Damnit (feat. Jelly Roll),4:10,Yelawolf & DJ Muggs,Mile Zero,Hip-Hop/Rap
Gazer (Instrumental),4:25,Thomas Giles,Velcro Kid,Rock
Gazer (feat. Devin Townsend),4:25,Thomas Giles,Velcro Kid,Rock
Gates of Ivory,3:54,Dayseeker,Sleeptalk,Hard Rock
Gardens,3:57,Julian Lage,World's Fair,Jazz
The Garbage Pail Kid Gang Bang,3:41,Jonny Craig,A Dream Is a Question You Don't Know How To Answer,Rock
Gangster (Feat. ASAP Rocky & Big Henry),4:49,Yelawolf,Trunk Muzik Returns,
The game played right,4:04,Emarosa,Emarosa,Rock
The Game,3:05,Unprocessed,Gold,Alternative
Gallows,4:34,Scale The Summit,The Collective,Progressive Metal
Galgaldr,10:22,Heilung,Futha,Worldwide
Galactic Love,2:28,Action Bronson,Mr. Wonderful,Hip-Hop/Rap
G.O.A.T.,3:36,Polyphia,New Levels New Devils,Prog-Rock/Art Rock
G.A.D. featuring Big Henry a,4:23,Yelawolf,Creek Water,
Fylgija Futhorck,12:45,Heilung,Lifa,Worldwide
Fxmldr,7:56,Thank You Scientist,Terraformer,Rock
The Future That Awaited Me,4:33,Animals As Leaders,The Joy of Motion,Metal
Future Of The Year (Instrumental),4:58,Thomas Giles,Velcro Kid,Rock
Future Of The Year,4:58,Thomas Giles,Velcro Kid,Rock
The Future Is Behind Us,5:22,Between the Buried and Me,Colors II,Metal
Future Friends,4:00,Tilian,Future Friends - EP,Pop
Further Up/Further In,5:14,My Epic,,Alternative
Further Up/Further In,5:14,My Epic,Yet,Alternative
Funky S**t,3:39,Travis Barker & Yelawolf,Psycho White - EP,Hip Hop/Rap
Fumbles O'Brian,2:57,Attack Attack!,Attack Attack,Rock
Full Circle,6:47,Evan Brewer,Your Itinerary,Rock
F****d Up Day,5:10,Yelawolf & Shooter Jennings,Sometimes Y,Rock
"f**k, i'm lonely (feat. Dayseeker)",3:38,Bilmuri,Muri and Friends,Rock
Fuck You,3:33,Sleeping With Sirens,Punk Goes Pop 4,Pop
Fuck Me,4:42,Yelawolf & M16,Heart Of Dixie,Hip-Hop
F**k Around and Find Out (feat. $NOT),2:31,Polyphia,Remember That You Will Die,Rock
Fuck,4:55,Bring Me The Horizon,"There Is A Hell Believe Me I've Seen It, There Is A Heaven Let's Keep It A Secret",Metal
Frozen One,2:48,Dance Gavin Dance,Mothership,Rock
Frosting,0:25,Chon,Newborn Sun,Rock
From Crib to Coffin,10:45,Emery,I'm Only a Man (Bonus Track Version),Rock
Friend or Faux?,3:26,Settle Your Scores,The Wilderness,Rock
Fried Neckbones [Live],7:14,Santana,Santana [Bonus Tracks],Rock
Freeze Dried,2:49,Riff Raff,The Golden Alien,Hip-Hop/Rap
Free Fallin',4:31,The Almost,Punk Goes Classic Rock,
Free Bird,9:07,Lynyrd Skynyrd,The Very Best Of Lynyrd Skynyrd - Gold & Platinum,
Freaks & Animals,4:11,RISHLOO,Eidolon,Rock
Frail Grasp On The Big Picture,5:46,The Eagles,Long Road Out Of Eden [Disc 2],Rock
Foxholes and Deities,3:32,Sianvar,Stay Lost,Rock
Fox And The Wolf,1:43,Bring Me The Horizon,"There Is A Hell Believe Me I've Seen It, There Is A Heaven Let's Keep It A Secret",Metal
Fourth,1:28,Manuel Gardner Fernandes,Volume III,Rock
Fourteen Nights,4:49,Cloudkicker,Portmanteau,
Fortunate Son,2:29,The Ghost Inside,Homefront: Songs for the Resistance,Metal
Forgotten Tongues,3:54,Eidola,The Architect,Rock
Forgotten Love,2:14,Jaco Pastorius,Jaco Pastorius,Jazz
Forgiveness,2:23,Emarosa,Sting,Pop
Forget Me Not,2:57,The Civil Wars,Barton Hollow,Singer/Songwriter
"Forget Love, I Just Want You to Make Sense to Me Tonight",4:41,Anchor & Braille,Felt,Alternative
Forever And A Day,3:05,Far-Less,,Rock
Forever And A Day,3:05,Far-Less,A Toast To Bad Taste,Rock
Foreplay Long Time,7:48,Boston,Boston,Rock
Forelsket (Euphoria),3:04,Jonny Craig,Find Your Home - EP,R&B/Soul
Foreigner,3:52,Leprous,Pitfalls,Hard Rock
Foreign Language,2:49,Anberlin,Blueprints For The Black Market,Alternative
The Forbidden Archives,2:16,Andrew Prahlow,Outer Wilds: Echoes of the Eye (The Lost Reels) [Deluxe Original Game Soundtrack],Soundtrack
For Whats It's Worth,2:40,Winds of Plague,Homefront: Songs for the Resistance,Metal
For The Jeers,4:11,Dance Gavin Dance,Jackpot Juicer,Hard Rock
"For Emily, Whenever I May Find Her [live]",2:25,Simon & Garfunkel,,
"For Emily, Whenever I May Find Her [live]",2:25,Simon & Garfunkel,Greatest Hits,
"For Emily, Whenever I May Find Her (Live in St. Louis, MO - November 1969)",2:25,Simon & Garfunkel,Greatest Hits,Rock
"For Emily, Whenever I May Find Her",2:11,Simon & Garfunkel,"Parsley, Sage, Rosemary and Thyme",Pop
A For Andrew,3:23,Attack Attack!,Attack Attack,Rock
Football season is over,1:56,Bring Me The Horizon,Suicide Season,Deathcore
The Fool,1:33,Closure In Moscow,Pink Lemonade,Alternative
Follow The Signs,3:51,Born Of Osiris,The Discovery,Metal
Follow The Fool,3:45,Primus,Conspiranoid - EP,Alternative
Follow and Feel,3:19,Saosin,Saosin [Clean],Alternative
The Folks,2:28,Dave Grusin,The Graduate (Original Motion Picture Soundtrack),Soundtrack
Foam Born: The Decade Of Statues,5:20,Between the Buried & Me,Colors,Metal
Foam Born: The Backtrack,2:14,Between the Buried & Me,Colors,Metal
FMS,2:02,Yelawolf,Best Of Freestyles,
Fly Boy Radio,1:16,Yelawolf,Best Of Freestyles,
Flutter,3:34,Tilian,Material Me,Pop
FLUORIDEINTHEHARDSELTZERWATER (feat. Jon Mess & Dayseeker),3:30,Bilmuri,Eggy Pocket,Alternative
Fluffy,2:58,Chon,Newborn Sun,Rock
Flowers Never Bend with the Rainfall,2:15,Simon & Garfunkel,"Parsley, Sage, Rosemary and Thyme",Pop
Flossie Dickey Bounce,2:54,Dance Gavin Dance,Mothership,Rock
Florence,3:10,Polyphia,Renaissance,Alternative
Flirt (feat. 2 Chainz),3:20,PRhyme,PRhyme 2,Hip-Hop
Flip Flop (Bonus Track),2:42,Victor Wooten,A Show of Hands 15,Jazz
Flight of Kings,3:32,The Classic Crime,Albatross,Rock
Flea Market (feat. Bub Styles),5:28,Yelawolf & DJ Muggs,Mile Zero,Hip-Hop/Rap
Flawless Execution,4:00,Pierce the Veil,The Jaws of Life,Alternative
Flash,3:08,Dance Gavin Dance,Artificial Selection,Rock
The Flame (Is Gone),5:40,The Dear Hunter,Act V: Hymns with the Devil in Confessional,Alternative
Flagpole Sitta,3:39,Chiodos,Punk Goes Pop Volume 2,Punk
Fix Your Face,2:42,The Dillinger Escape Plan,,Metal
Fix Your Face,2:42,The Dillinger Escape Plan,Ire Works,Metal
Fix The Error,5:01,Between the Buried and Me,Colors II,Metal
Fix My Body (Bonus Track),0:54,Marc Rebillet,Loop Daddy III,R&B/Soul
Fitz' spoken word,1:05,Yelawolf,Creek Water,
Fissure,4:03,"Oh, Sleeper",Bloodied / Unbowed,Metal
"Fish On (Fisherman Chronicles, Chapter II)",7:41,Primus,Sailing the Seas of Cheese,Hard Rock
The First Seekers,1:35,Andrew Prahlow,Outer Wilds: Echoes of the Eye (The Lost Reels) [Deluxe Original Game Soundtrack],Soundtrack
The First Punch,3:26,Pierce The Veil,Collide With The Sky,Alternative
"First One, I Love You So Much More",3:32,Craig Owens,Mε την αγάπη (With Love),General Alternative Rock
First,1:56,Manuel Gardner Fernandes,Volume III,Rock
Firestarter,4:01,Yelawolf,Trunk Muzik Returns,
Fireflies (Light Messengers),8:30,Saosin,In Search Of Solid Ground,Alternative & Punk
The Fire Down Below,4:06,Slaves,The Fire Down Below - Single,Heavy Metal
The Fire Dawn,3:33,"Oh, Sleeper",,Christian Metal
The Fire Dawn,3:33,"Oh, Sleeper",Son of the Morning,Christian Metal
The Fire (Remains),5:26,The Dear Hunter,Act V: Hymns with the Devil in Confessional,Alternative
The Finisher,3:05,"Oh, Sleeper",,Christian Metal
The Finisher,3:05,"Oh, Sleeper",Son of the Morning,Christian Metal
Finding Home,3:09,Saosin,Saosin [Clean],Alternative
Find Me,4:04,Anchor & Braille,The Quiet Life,Rock
Finale,4:50,Polyphia,Muse,Rock
Final Voyage,2:39,Andrew Prahlow,Outer Wilds (Original Soundtrack),Soundtrack
(*Fin),8:53,Anberlin,Cities,Alternative
Filth and Squalor,4:02,The Dear Hunter,The Color Spectrum: The Complete Collection,Alternative
Fill; Avoid,3:37,The Color Morale,,
Fill; Avoid,3:37,The Color Morale,My Devil In Your Eyes,
Fight The Power,3:57,The Dillinger Escape Plan,Homefront: Songs for the Resistance,Metal
Fight for Your Right,3:27,Beastie Boys,Licensed to Ill,Hip-Hop/Rap
